name,sex,weight
Gülay,F,0.001318889431
İlkin,U,0.0001489478592
Zülâl,F,0.0002592312991
Şöhret,F,0.0003421682382
Leylâ,F,0.001638438371
Neslişah,F,0.0001010638746
Müyesser,F,0.0004477604495
Sevnur,F,0.0001465021324
Tufan,M,0.0004460999679
Nurgül,F,0.0009441825661
Bingöl,F,0.0001322814981
Aykut,U,0.0006519951852
Nurtan,F,0.0001136176572
Satıa,F,0.0001868131211
Mefkûre,F,0.0001205401056
Evrim,U,0.0003518483153
Durak,M,0.0002220627896
İrfan,U,0.001108703374
Kenan,M,0.001296540652
Nedim,M,0.000697998137
Satılmış,U,0.0006776977746
Safiye,F,0.001154684224
Zennur,F,0.0001339685496
Aygün,U,0.0003053418322
Nadim,M,0.000143879206
Cihat,M,0.000468103112
Abdülvahap,M,0.0003923904308
Hüsnüye,F,0.0002332575211
Mücahit,M,0.0004877780151
Jale,F,0.0004482835344
Abdülbari,M,0.0002186060035
Seyhun,U,0.0001325764405
Gülveren,F,0.0001272396205
Sabite,F,0.0001542932591
İdil,U,0.0001797268044
Meşkûre,F,0.000173928523
Sami,M,0.001000910664
Oner,M,0.0003585560274
Atacan,M,0.0001064287832
Göksel,U,0.00046937386
Adalet,F,0.0005905400402
Üstün,U,0.0001712695144
Ahu,F,0.000268337685
Gülgûn,F,0.0003238714578
Bahar,F,0.0009418838455
İsminur,F,0.0001412767019
Atik,M,0.0001270091834
Aziz,M,0.000980508123
Yurdaer,M,0.0001056922429
Çiğdem,F,0.00125957697
Regaip,U,0.0001146443436
Memiş,M,0.0003832506449
Nural,U,0.0002580987847
Uğur,U,0.001435483106
Ülkü,U,0.0007114798397
Yaprak,F,0.0002189184574
Anakız,F,0.0002405936715
Mükremin,M,0.0002603588873
İlhami,M,0.000610651684
Sengün,U,0.0001184975975
Sabahat,F,0.0006439024789
Melisa,F,0.0001469679591
Özgü,U,0.0001238957397
Rebia,F,0.0001048574513
Fatmanur,F,0.0001651154867
Serap,F,0.001165366268
Sacide,F,0.0004063034729
Memduha,F,0.0002367066037
Vasfiye,F,0.0004412580883
Diren,U,0.0001048574513
Rahmiye,F,0.0002850307826
Müberra,F,0.0003692094525
Hale,F,0.0003924650794
Mete,M,0.0004172824599
Hadiye,F,0.0003566445888
Senay,F,0.0009022235624
Alişan,M,0.000236293719
Gülter,F,0.0002017892981
Cebrail,M,0.0003781722148
Neşe,F,0.0008907321583
Şemsiye,F,0.0001561803239
Talih,M,0.0001015458224
Asya,F,0.0003631293203
Vahdet,M,0.0001875434739
Gökalp,M,0.0001618301695
Rahşan,U,0.0002732776043
Celil,M,0.0004567424601
Marifet,F,0.0001453646244
Şekibe,F,0.0001370669143
Sıla,U,0.000182744012
Erşan,M,0.000454083717
Sürmeli,U,0.0001970394969
İlter,U,0.0001814570663
Hanefi,M,0.0002671341256
Nurseven,F,0.0001051364517
Ramis,M,0.0002710171455
Beşire,F,0.0002350507134
Ecevit,M,0.0002766513104
Mühibe,F,0.0001790736461
Gazanfer,M,0.0001390473439
Bengi,U,0.0001398176952
Afife,F,0.0003328815812
Aynur,F,0.001638056901
Meftune,F,0.0001277756911
Arman,U,0.0001460348198
Sakibe,F,0.0001221495241
Efe,M,0.0002445786809
Damla,F,0.0004358250941
Güzide,F,0.0003573557452
Bereket,U,0.000112928014
Necat,U,0.0004241295103
Baykal,U,0.0001344051675
Gülüm,F,0.0001215083148
Gülnazik,F,0.0001074332813
Gürsel,U,0.0005487483207
Salim,M,0.0008286469442
Necip,M,0.0005920758217
Kutay,U,0.0001579212412
Tuba,F,0.000923076525
Irmak,U,0.0001872308144
Sevdiye,F,0.0003684946735
Selâmettin,M,0.0001387661558
Cavit,M,0.0005323824096
Şevket,M,0.0008530114665
Selçen,U,0.0001644042897
Zaide,F,0.0002632309224
Pamuk,U,0.0003197142246
Ceren,F,0.0004269290754
Şerife,F,0.001792186349
Nebahat,F,0.0009196320987
İdi,F,0.000106703675
Göktuğ,M,0.0001482249666
Müjgan,F,0.0005167080666
Fethiye,F,0.0006099156696
Doruk,M,0.0001396779473
Şenel,U,0.0005422324193
Berkant,M,0.0001870742887
Adıgüzel,U,0.0001680464129
Gürsen,F,0.0001103919474
Seringül,F,0.0001210251784
Göksu,U,0.0001369956552
Efrail,M,0.0001141321548
İlmiye,F,0.0001662353262
Hüsamettin,M,0.0005713277239
Ragibe,F,0.0001276992474
Nebil,M,0.0001449610198
Soydan,M,0.0001207828856
Tunca,U,0.0001052292874
Çapan,M,0.0001231843707
Cengizhan,M,0.0002205183699
Abdülmelik,M,0.0001070690996
İnci,F,0.0007023632392
Gülhanım,F,0.0005588690621
Müesser,U,0.0002194085573
Yusuf,M,0.002219286319
Talia,F,0.000166821696
Süha,M,0.0002296291309
Kâmil,M,0.001119440377
Tayyip,M,0.0001828508486
Mürşide,F,0.0003427670081
Nalan,F,0.0005971338643
Nafi,M,0.0002148211122
Umut,U,0.0007755564389
Nebihe,F,0.0001680464129
Mecide,F,0.0001175045833
Hülya,F,0.00182813997
Sekine,F,0.0002423728758
İslâm,M,0.0003668214396
Koray,M,0.0005287752417
Akile,F,0.0003469857507
Ülfet,U,0.0003129228412
Kurtuluş,U,0.0003137953622
Bergüzar,F,0.0001333109417
Özer,U,0.0005140365478
Sabah,U,0.0001806480695
Sadık,M,0.001005504879
Nurullah,M,0.0006066408448
Fuat,M,0.0008606016391
Şeyma,F,0.000523523084
Nafile,F,0.0001167542803
Nedret,U,0.0003177842499
Ferman,M,0.0002324187643
Bayazıt,M,0.0001165031056
Şebnem,F,0.0004139226241
Selin,F,0.0005039261334
Güney,U,0.0002461308189
Seyda,F,0.0004873774747
Ağca,U,0.0001061531795
Kaymak,F,0.0001232636145
Abdülnasır,M,0.0001118855793
Mahbube,F,0.000159704329
Özenç,U,0.0001025981388
Tunahan,U,0.0001870742887
Kadime,F,0.0001368530256
Destegül,F,0.0001133595326
Vedat,M,0.0009710614659
Yaşar,U,0.00188507869
Tomris,F,0.0001492098609
Asiye,F,0.001331254958
Ayfer,F,0.001123854169
Sencan,F,0.0001558047394
Hümeyra,F,0.000361323165
Resul,M,0.0007553625999
Cumhur,M,0.0004661800225
Sabire,F,0.0005029757493
Suphiye,F,0.0003143239255
Oytun,U,0.0001208637038
Tolga,M,0.0007480752844
Semiye,F,0.0002895175911
Yener,U,0.0004097734539
Umran,U,0.0006186427052
Gülsemin,F,0.0001906930822
Sunay,U,0.0004864349065
Aytaç,U,0.0004573620329
Mehti,M,0.0001282333966
Figen,F,0.0007766887673
Pelin,F,0.0005644844051
İzzet,M,0.0008339562779
Seyfettin,M,0.0006850923108
Gülser,F,0.000613125228
Dudu,F,0.001055859429
Zeynel,M,0.0005736644523
Emsal,U,0.0003383225618
Esmeray,F,0.0001425153913
Ayşe,F,0.004352423945
Pembegül,F,0.0001022167318
Kutsal,M,0.0001139609137
Kürşat,M,0.0004041347062
Serin,U,0.0001308714447
Emin,M,0.001536641715
Şamil,M,0.0002573410063
Gökcan,U,0.0001124948401
Birtan,U,0.0001177536219
Şah,M,0.0003088711777
Şükran,U,0.00137544818
Esvet,U,0.0001182501257
Kısmet,U,0.0002876565927
Aytek,U,0.0001018338962
Güray,U,0.0003260350322
Sefa,U,0.0006108595273
Mesude,F,0.0005546246475
Duran,M,0.000798888416
Nurgün,F,0.0001673476722
Sema,F,0.001169239359
Fehmi,M,0.0007091566004
Güldeste,F,0.0001630923737
Cevahir,U,0.0004586412505
Semire,F,0.0002831747805
Cevdet,M,0.0007867071036
Sabiha,F,0.0007627339228
Birnur,F,0.0001539130698
Yasemin,F,0.001705404663
Sitti,F,0.0002268912788
Yüksel,U,0.001403314647
Gülhatun,F,0.000180756145
Gülender,F,0.0002164513127
Behiye,F,0.0007185811581
Nursel,U,0.0008209754376
Gültekin,M,0.0004578314944
Delâl,F,0.0002467251951
Kamer,U,0.000399932825
Yemen,U,0.0001446913247
Eylem,F,0.0004632171842
Tevhide,F,0.0002836227058
Cansel,U,0.0002163610682
Zarife,F,0.0005483745078
Günnaz,F,0.0001528307308
Erbay,U,0.0001481590742
Sedanur,F,0.0001004824861
Abdülkerim,M,0.0005357830805
Emel,F,0.001178646892
Mediha,F,0.0006740714945
Eralp,M,0.0001025029201
Şahin,M,0.001055276636
Selvinaz,F,0.0003431371516
Zühal,F,0.00078887624
Nurol,U,0.000101256929
Keklik,F,0.0001426523595
Hasene,F,0.0001861323702
Kutlu,U,0.0001480931525
Cemal,M,0.001369585858
Tugay,M,0.000253633665
Avni,M,0.000538981163
Behzat,M,0.0002577959406
Çınar,U,0.0002362110554
Meziyet,F,0.0001816184332
Peruze,F,0.000173928523
Nurtaç,U,0.0001666460017
Nisa,F,0.0001664114541
Ayseli,F,0.0001273930137
Şahan,M,0.0001414839033
Gamze,F,0.0008801451572
Efdal,U,0.0001079772507
Durcan,F,0.0001639880003
Nezihi,M,0.0001025029201
Hayrettin,M,0.0008456765147
Nejlâ,F,0.0008640440594
Melih,M,0.0005084978166
Elçin,U,0.0003163676254
Giray,M,0.0001658825094
Ziya,M,0.0008878003224
Turcan,U,0.0001329441983
Eda,F,0.0007722632979
Nesli,F,0.0002010621271
Özcan,U,0.001003560746
Mahir,M,0.0006143662124
Dilşah,F,0.0002988121214
Ruhi,M,0.0003971150674
Mevhibe,F,0.0001506427253
Ruhiye,F,0.0002455747699
Sümbül,F,0.0002054816029
Cömert,M,0.0001127549442
Ercüment,M,0.0003226026719
Kahraman,M,0.000408843044
Seydi,M,0.0004008351961
Ferdi,M,0.0006247838146
Saibe,F,0.0001804317245
Cangül,F,0.0001178365178
Lâtif,M,0.0005024513002
Fikrettin,M,9.979991882e-05
Fehmiye,F,0.000234051556
Melik,M,0.0002482639136
Şaban,M,0.001242278899
Nevres,U,0.0001117108944
Bedia,F,0.0006002653646
Sabır,U,0.0001784728178
Caner,M,0.0006040114343
Gökhan,M,0.001494981857
Nezih,M,0.0002246422057
Gülsüm,F,0.001387274479
Bağdagül,F,0.0002035239085
Tevfik,M,0.0007591408226
Kani,M,0.0002623391154
Dilâra,F,0.0003392736771
Ezel,U,0.0001595819971
Bayram,M,0.001566036503
Enver,M,0.0009140085574
Denizhan,U,0.000113100819
Rafia,F,0.0001384843969
Elvan,U,0.0005842228555
Selen,U,0.0002941019744
Erkal,M,0.0001303481063
Fatıma,F,0.0004291646798
Bektaş,M,0.0003967706697
Sultan,U,0.001894271515
Eşe,F,0.0005778873065
Hafize,F,0.0009572267915
Varol,M,0.0002271923384
Haktan,U,0.0001227873849
Ganime,F,0.0003821023831
Berkan,M,0.0002513519405
Fehim,M,0.0002877244763
Fatin,M,0.0001008704508
Nazır,M,0.0001923247105
Kadem,U,0.0002261152851
Paşa,M,0.0003134217221
Vacide,F,0.0001509664797
Dilâver,M,0.0003546127223
Nihan,F,0.0003757112262
Nurhayat,F,0.0005798609192
Zabit,M,0.0001807021153
Neriman,U,0.001094137227
Kâzım,M,0.001112668395
Alâaddin,M,0.0003464788319
Burak,M,0.0009573389966
Asye,F,0.0001578593961
Mehlika,F,0.0001539764999
Nadime,F,0.0002028029572
Şaduman,F,0.0003350744044
Saim,M,0.0005477509194
Terlan,F,0.0001010638746
Savcı,M,0.000100967209
Nil,F,0.0002513907863
Vatan,U,0.0001073423517
Asım,M,0.000611275002
Marziye,F,0.0001546725139
Tarık,M,0.0006981659923
Zülküf,M,0.0003477166621
Günsel,U,0.0001936402855
Ertunç,M,0.0001376356592
Vahdettin,M,0.0003295501757
Şahnaz,F,0.0001501882967
Feza,U,0.0001594595713
Maviş,F,0.0001973366162
Hüma,F,0.0001247596824
Suzan,F,0.0008686651913
Safıgül,F,0.0001035455102
Hüsnü,M,0.0007324440067
Şükûfe,F,0.000100967209
Taliha,F,0.0001832775722
Sevinç,U,0.0008238369187
Fadime,F,0.001770197518
Beycan,U,0.0001128415123
Yazı,F,0.0001461684902
Hasan,M,0.00335164441
Günhan,U,0.000113100819
Rüstem,M,0.0004803342813
Şadan,U,0.0002593066242
Dilber,F,0.0007445819402
Fügen,F,0.0001373515811
Zinnur,U,0.0001376356592
Ruziye,F,0.000225119845
Tosun,M,0.0001074332813
Şehriban,F,0.0005415116049
Vahide,F,0.0006092589074
Durmuş,M,0.001007348331
Sahire,F,0.0001427207943
Lâmia,F,0.0002310281582
Muteber,U,0.0002828642628
Aydanur,F,0.0001396779473
Hatime,F,0.0001649971668
Görkem,U,0.0003276483373
Nezahet,F,0.0001522546129
Nükhet,F,0.0001829042435
Manolya,F,0.000118002135
Uğurcan,U,0.000131095093
Tayyar,M,0.0003148205862
Hamiyet,F,0.0005534437875
Nasibe,F,0.0002733133339
Necdet,M,0.0007439390582
Rıfkı,M,0.0002164513127
Tennur,F,0.0001339685496
Makul,F,9.940777617e-05
Efsun,F,0.0001121470964
Güliz,F,0.0002227214053
Gurbet,F,0.0005431141133
Reşit,M,0.0006075737183
Canan,U,0.001153415033
Şahika,F,0.0001322814981
Özen,U,0.0002803677409
Songül,F,0.0016097289
Korhan,M,0.000229075653
Emre,M,0.001287873198
Tevrat,U,0.0002694634046
Huri,F,0.0004875377303
Ender,U,0.0005376025067
Şifa,F,0.0002236838673
Faysal,M,0.0003203854452
Sezen,U,0.0003876585902
Badegül,F,0.0001679882955
Rüya,F,0.0002071853026
Cansever,U,0.000131020586
Fulya,F,0.0004317959467
Nursal,U,0.0001137035684
Alican,M,0.0003450668167
Evşen,F,0.00011816752
Sıtkı,M,0.0004695194636
Salise,F,0.0001696080548
Vuslat,F,0.000109503824
Ayberk,M,0.0001177536219
Şayeste,U,0.0001930342111
Muhabbet,F,0.0002016440736
Seçim,U,0.0001427891963
Ertürk,M,0.0001305726511
Nadiye,F,0.0004433774109
Arziye,F,0.0001215886509
Reşide,F,0.0002705483509
Ege,U,0.0001307968103
Rafet,M,0.0005978856136
Şehime,F,0.0001447587955
Sonnur,F,0.0001940935993
Tercan,U,0.0001210251784
Seyfi,M,0.000455372144
Halil,M,0.002375450189
Perizat,F,0.0001028832662
Tülay,F,0.001176391297
Tahire,F,0.0001834373377
Ersel,M,0.0001896661868
Kaya,M,0.0004776433118
Cüneyt,M,0.0007079300545
Fasih,M,0.0001246813896
İskender,M,0.0004500227593
Meryem,F,0.002068050826
Mihrican,U,0.0002486961898
Sermin,F,0.0005347797576
Ferhat,M,0.001063893238
Hakverdi,M,0.0001108333404
Nezaket,F,0.0006216030364
Buse,F,0.0001885819286
Fethi,M,0.0005645535949
Arkın,U,0.0001113607027
Hasret,U,0.0004411695622
Güneş,U,0.0005419442086
Şerafet,U,0.0001187445535
Işın,U,0.0001600097497
Nazire,F,0.0006947449639
Serdar,M,0.001240847493
Mefharet,F,0.0001170049159
Fettah,M,0.000283932394
Nuh,M,0.0004623520865
Sündüs,F,0.0004637017762
Cenk,M,0.0004555436589
Tunçay,M,0.001001876028
Özgen,U,0.0002418081854
Sırma,F,0.0002837603867
Zakire,F,0.0002254665835
Name,F,0.0001758269965
Ümmühan,F,0.0007264468497
Tunçer,M,0.0004841612226
Adviye,F,0.000208734812
Banu,F,0.0006105717254
Dündar,M,0.0002343017448
Nurbanu,F,0.0001025029201
Atay,M,0.0001213474831
Lerzan,F,0.0001050435339
Arif,M,0.001280390717
Melike,F,0.0007374132087
Cenap,M,0.0001757158893
Hamiye,F,0.0002259856937
Macit,M,0.0002257262878
Şahzade,F,0.000149732489
Menşure,F,0.0005132761383
Gökben,F,0.0001706412099
Muammer,U,0.001004455515
Kaan,M,0.0004675395471
Munise,F,0.0003599151257
Medine,F,0.001079718246
Neşide,F,0.0001330910169
Havva,F,0.001687735059
Hâkime,F,0.0003939302941
Inanç,U,0.0001855017675
Neşet,M,0.0003841922003
Kâmile,F,0.0008329487019
Nurdoğan,U,0.0001926291022
Rümeysa,F,0.0001914086309
Koçer,F,0.0001564926224
Melâhat,F,0.001011932618
Hazar,U,0.0001356346189
Mahi,F,0.0002360456415
Sezin,U,0.0002140925943
Haskız,F,0.0001092359789
Hızır,M,0.0003117661216
Uysal,U,0.0001589689253
Funda,F,0.0008143594717
Şeliha,F,0.0001167542803
Tamer,M,0.0006844934164
Hediye,F,0.001040037554
Oğuz,M,0.0007795499713
Tuğrul,M,0.0003959823502
İzzettin,M,0.0004358923044
Tekmile,F,0.000177485257
Muhammed,M,0.0008323623412
Nurçin,F,0.000152510934
Ökkeş,M,0.0004382158882
Abdülgani,M,0.0002401061458
Mahire,F,0.0002338846148
Berker,M,0.0001237380112
Ümit,U,0.001242090237
Demet,F,0.0007680157764
Rahime,F,0.001091921685
Gülçün,F,0.0001299730031
Hilal,F,0.0008236472529
Sudiye,F,0.0001943449834
Firuze,F,0.0001190730314
Habip,M,0.0004250494323
Bakiye,F,0.0003287194753
